id,rank,name,nat,age,birth,turned_pro,weight,height,plays,aces,double_faults,f_serve,f_serve_won,s_serve_won,break_faced,break_saved,serve_played,serve_won,serve_points_won,re_f_serve_won,re_s_serve_won,break_opp,break_conv,re_games_played,re_games_won,re_points_won,total_points_won,prize,prize_year,score,score_year,coach,place_birth,residence
350,351,FacundoArguello,ARG,26.0,1992.08.04,,77.0,178.0,"Right-Handed,Two-Handed",36.0,58.0,62.0,63.0,45.0,121.0,46.0,181.0,64.0,56.0,28.0,42.0,71.0,38.0,180.0,15.0,33.0,45.0,510417,16102.0,1-15,0-0,JavierNalbandian,"Cordoba,Argentina","Cordoba,Argentina"
351,352,VincentMillot,FRA,32.0,1986.01.30,2007.0,75.0,173.0,"Left-Handed,Two-Handed",122.0,100.0,59.0,66.0,47.0,300.0,60.0,393.0,69.0,59.0,28.0,49.0,215.0,42.0,398.0,23.0,37.0,48.0,939085,40409.0,8-22,1-1,DanielMeyers,"Montpellier,France","Dijon,France"
352,353,FedericoCoria,ARG,26.0,1992.03.09,2010.0,73.0,180.0,"Right-Handed,Two-Handed",7.0,3.0,70.0,66.0,44.0,11.0,27.0,23.0,65.0,59.0,27.0,62.0,11.0,64.0,23.0,30.0,39.0,49.0,154802,15212.0,1-1,1-1,TomasCottet,"Rosario,Argentina","BuenosAires,Argentina"
353,354,PietroRondoni,ITA,24.0,1993.11.03,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,65434,14513.0,0-0,0-0,,Vercelli,Vercelli
354,355,JelleSels,NED,23.0,1995.08.10,,83.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,49342,13391.0,0-0,0-0,,"Woerden,Netherlands",AlphenaandenRijn
355,356,FabienReboul,FRA,22.0,1995.09.09,,80.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,59545,14792.0,0-0,0-0,"PhilippeReboul,KevinBlandy","Toulouse,France",Toulouse
356,357,JoaoMonteiro,POR,24.0,1993.12.27,,77.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,64067,21181.0,0-0,0-0,,"Porto,Portugal",Portugal
357,358,AlexanderSarkissian,USA,28.0,1990.04.03,2014.0,79.0,191.0,"Right-Handed,Two-Handed",32.0,11.0,58.0,71.0,55.0,26.0,50.0,50.0,74.0,64.0,25.0,49.0,21.0,38.0,51.0,16.0,36.0,50.0,232582,27320.0,2-3,0-0,FedericoBrowne,"Glendale,CA,USA","Glendale,CA,USA"
358,359,DragosDima,ROU,26.0,1992.06.16,,70.0,180.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,75769,15375.0,1-1,1-0,MironMarcel,Ploiesti,Bucharest
359,360,DayneKelly,AUS,28.0,1990.07.23,,,,,,,,,,,,,,,,,,,,,,,152937,24021.0,0-0,0-0,,,
360,361,IgorSijsling,NED,31.0,1987.08.18,2006.0,85.0,191.0,"Right-Handed,One-Handed",956.0,329.0,59.0,73.0,49.0,838.0,58.0,1614.0,78.0,63.0,27.0,47.0,765.0,39.0,1637.0,18.0,35.0,49.0,2165890,12457.0,50-90,0-0,VedrahTvrtkovic,"Amsterdam,Netherlands","Amsterdam,Netherlands"
361,362,HugoGrenier,FRA,22.0,1996.03.23,,85.0,196.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,62451,20805.0,0-0,0-0,JeanRenéLisnard,"Montbrison,France","Montbrison,France"
362,363,JuanIgnacioGalarza,ARG,24.0,1994.03.18,,81.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,86487,9590.0,0-0,0-0,MaxiBarrena,"BuenosAires,Argentina","BuenosAires,Argentina"
363,364,SekouBangoura,USA,26.0,1991.11.18,2011.0,77.0,183.0,"Right-Handed,Two-Handed",5.0,6.0,67.0,85.0,50.0,1.0,0.0,11.0,91.0,73.0,3.0,28.0,0.0,0.0,11.0,0.0,14.0,45.0,233668,12666.0,0-1,0-0,SekouBangouraSr.,"Bradenton,FL,USA","Bradenton,FL,USA"
364,365,Marc-AndreaHuesler,SUI,22.0,1996.06.24,,88.0,196.0,"Left-Handed,Two-Handed",19.0,7.0,60.0,79.0,56.0,9.0,67.0,27.0,89.0,70.0,18.0,47.0,10.0,10.0,25.0,4.0,30.0,49.0,55872,20172.0,2-1,2-1,JürgHüsler,"Zürich,Switzerland","Rüschlikon,Switzerland"
365,366,YoussefHossam,EGY,20.0,1998.06.03,,75.0,178.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,41253,8586.0,2-2,2-1,Morgan,"Giza,Egypt",egypt
366,367,FrankoSkugor,CRO,30.0,1987.09.20,,96.0,196.0,"Right-Handed,Two-Handed",100.0,62.0,59.0,68.0,45.0,198.0,59.0,282.0,71.0,59.0,31.0,46.0,158.0,37.0,286.0,21.0,37.0,48.0,857351,31689.0,8-22,2-4,LovroZovko,"Sibenik,Croatia","Zagreb,Croatia"
367,368,PavelKotov,RUS,19.0,1998.11.18,,86.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,28979,11486.0,0-0,0-0,,"Moscow,Russia",Russia
368,369,EmilioGomez,ECU,26.0,1991.11.28,,,,"Right-Handed,Unknown",15.0,15.0,61.0,72.0,45.0,34.0,68.0,53.0,79.0,62.0,22.0,50.0,20.0,45.0,54.0,17.0,34.0,49.0,197883,12969.0,12-10,0-0,,,
369,370,TommyPaul,USA,21.0,1997.05.17,2015.0,82.0,185.0,"Right-Handed,Two-Handed",92.0,55.0,62.0,69.0,50.0,149.0,59.0,257.0,76.0,62.0,25.0,50.0,144.0,35.0,254.0,20.0,36.0,49.0,402975,47960.0,9-11,2-2,DiegoMoyano,"Voorhees,NJ,USA","Greenville,NC,USA"
370,371,PeterHeller,GER,26.0,1992.08.12,,75.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,67913,13326.0,0-0,0-0,MarcoMirnegg,"Cham,Germany","Cham,Germany"
371,372,Cheong-EuiKim,KOR,28.0,1990.03.23,,,,,,,,,,,,,,,,,,,,,,,103799,10654.0,0-0,0-0,,,Korea
372,373,YusukeTakahashi,JPN,20.0,1997.10.17,2016.0,68.0,170.0,"Right-Handed,Two-Handed",4.0,2.0,49.0,65.0,50.0,9.0,44.0,15.0,67.0,57.0,36.0,44.0,10.0,40.0,15.0,27.0,40.0,49.0,85725,22972.0,0-1,0-0,YumaTsuji,"Kanagawa,Japan","Kanagawa,Japan"
373,374,AlejandroDavidovichFokina,ESP,19.0,1999.06.05,,80.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,50164,31868.0,0-0,0-0,JorgeAguirre,"Malaga,Spain",Fuengirola
374,375,BenjaminHassan,GER,23.0,1995.02.04,,85.0,183.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,23625,9566.0,3-0,3-0,,"Merzig,Germany",Germany
375,376,DavidPerezSanz,ESP,24.0,1994.05.15,,,,,,,,,,,,,,,,,,,,,,,144406,10671.0,0-0,0-0,,,
376,377,PolToledoBague,ESP,23.0,1994.12.22,,71.0,178.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,77994,9171.0,0-0,0-0,MarcosRoy,"MatanetdelaSelva,Spain","Barcelona,Spain"
377,378,KarueSell,BRA,24.0,1993.11.13,,81.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,26973,15445.0,0-0,0-0,,"JaraguádoSul,Brazil","RedondoBeach,CA,USA"
378,379,MakotoOchi,JPN,22.0,1996.05.03,,65.0,175.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,50287,12809.0,0-0,0-0,,"Akashi,Hyogo,Japan",
379,380,NicolaKuhn,ESP,18.0,2000.03.20,2015.0,75.0,185.0,"Right-Handed,Two-Handed",10.0,10.0,55.0,64.0,53.0,18.0,50.0,32.0,72.0,59.0,34.0,40.0,16.0,38.0,32.0,19.0,36.0,48.0,97043,41667.0,1-2,1-1,IvanNavarro,"Innsbruck,Austria","Torrevieja,Spain"
380,381,SergeyBetov,BLR,30.0,1987.10.15,,74.0,185.0,"Right-Handed,Unknown",3.0,3.0,51.0,68.0,48.0,11.0,55.0,12.0,58.0,58.0,36.0,33.0,5.0,60.0,11.0,27.0,35.0,49.0,224066,15290.0,1-7,0-0,,"Gomel,Belarus","Minsk,Belarus"
381,382,AndyMurray,GBR,31.0,1987.05.15,2005.0,84.0,191.0,"Right-Handed,Two-Handed",5519.0,2051.0,58.0,75.0,52.0,4890.0,63.0,10144.0,82.0,65.0,34.0,55.0,7362.0,44.0,10051.0,32.0,42.0,53.0,60931985,124340.0,659-187,4-3,JamieDelgado,"Glasgow,Scotland","London,England"
382,383,Thai-SonKwiatkowski,USA,23.0,1995.02.13,2017.0,77.0,188.0,"Right-Handed,Two-Handed",22.0,15.0,65.0,67.0,49.0,23.0,48.0,45.0,73.0,60.0,24.0,46.0,14.0,50.0,47.0,15.0,31.0,46.0,111178,20033.0,0-3,0-1,CarlosBenatzky&amp;BillBelser,"Charlotte,NC,USA","Charlotte,NC,USA"
383,384,SasiKumarMukund,IND,21.0,1997.01.14,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,61160,12389.0,0-0,0-0,MartinSpottel,"Chennai,India","Hyderabad,India"
384,385,EduardEsteveLobato,ESP,23.0,1994.09.18,,83.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,66988,10534.0,0-0,0-0,,"Reus,Spain","Barcelona,Spain"
385,386,JeroenVanneste,BEL,24.0,1994.01.17,,73.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,42080,10794.0,0-0,0-0,,Roeselare,"Roeselare,Belgium"
386,387,JiSungNam,KOR,25.0,1993.08.15,,80.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,95339,11800.0,1-1,0-0,,"Busan,Korea","Sejong,Korea"
387,388,ZsomborPiros,HUN,18.0,1999.10.13,,65.0,178.0,"Right-Handed,Two-Handed",4.0,1.0,59.0,52.0,58.0,7.0,43.0,9.0,56.0,54.0,34.0,48.0,8.0,13.0,9.0,11.0,38.0,45.0,44374,33166.0,1-1,1-1,,"Budapest,Hungary","Budapest,Hungary"
388,389,GonzaloEscobar,ECU,29.0,1989.01.20,,79.0,178.0,"Left-Handed,Two-Handed",4.0,9.0,70.0,64.0,51.0,14.0,57.0,20.0,70.0,60.0,30.0,40.0,17.0,12.0,22.0,9.0,34.0,46.0,119565,11127.0,4-5,0-0,AnaMaríaConstantinescu,"Manta,Ecuador","Manta,Ecuador"
389,390,MarselIlhan,TUR,31.0,1987.06.11,2006.0,80.0,191.0,"Right-Handed,Two-Handed",450.0,148.0,62.0,69.0,49.0,531.0,57.0,907.0,75.0,61.0,25.0,46.0,395.0,37.0,922.0,16.0,33.0,48.0,1360747,15824.0,33-58,0-1,VadimKutsenko,"Samarkand,Uzbekistan","Istanbul,Turkey"
390,391,JorisDeLoore,BEL,25.0,1993.04.21,2011.0,86.0,191.0,"Right-Handed,Two-Handed",20.0,6.0,57.0,74.0,50.0,13.0,54.0,24.0,75.0,64.0,21.0,49.0,11.0,36.0,25.0,16.0,32.0,48.0,222989,24292.0,1-4,0-2,KristofVliegen,"Bruges,Belgium",
391,392,PeterTorebko,GER,30.0,1988.02.10,2008.0,84.0,185.0,"Right-Handed,Two-Handed",12.0,4.0,56.0,68.0,50.0,9.0,44.0,17.0,71.0,60.0,30.0,58.0,7.0,57.0,17.0,24.0,39.0,50.0,208149,9862.0,0-1,0-0,,"Bytom,Poland","Wesel,Germany"
392,393,AntoineEscoffier,FRA,26.0,1992.02.29,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,76043,9130.0,0-0,0-0,,LePont-De-Beauvoisin,Cannes
393,394,JoaoSouza,BRA,30.0,1988.05.27,2006.0,92.0,193.0,"Right-Handed,Two-Handed",383.0,169.0,63.0,70.0,49.0,448.0,54.0,806.0,74.0,62.0,28.0,45.0,383.0,36.0,821.0,17.0,35.0,48.0,1338061,28602.0,27-50,0-0,RicardoAcioly,"MogidasCruzes,Brazil","RiodeJaneiro,Brazil"
394,395,MarkusEriksson,SWE,28.0,1989.11.29,,80.0,188.0,"Right-Handed,Two-Handed",8.0,17.0,66.0,63.0,45.0,43.0,58.0,53.0,66.0,57.0,30.0,47.0,36.0,28.0,53.0,19.0,36.0,47.0,153093,10297.0,4-12,0-0,FredrikRosengren,"Gothenburg,Sweden","Gothenburg,Sweden"
395,396,AslanKaratsev,RUS,24.0,1993.09.04,,,,"Right-Handed,Two-Handed",13.0,21.0,62.0,62.0,49.0,68.0,59.0,80.0,65.0,57.0,29.0,49.0,61.0,28.0,82.0,21.0,37.0,47.0,263302,10247.0,1-7,0-0,AlbertoLopez,,
396,397,JordiSamper-Montana,ESP,28.0,1990.04.05,,,,"Right-Handed,Unknown",4.0,2.0,64.0,60.0,41.0,27.0,59.0,27.0,59.0,53.0,28.0,57.0,11.0,64.0,27.0,26.0,39.0,47.0,309154,15599.0,0-2,0-1,,,
397,398,JavierMarti,ESP,26.0,1992.01.11,,,,"Right-Handed,Unknown",32.0,38.0,63.0,60.0,47.0,111.0,46.0,150.0,60.0,55.0,31.0,48.0,99.0,37.0,155.0,24.0,38.0,46.0,373392,7009.0,2-11,0-0,OscarBurrieza,,
398,399,Karim-MohamedMaamoun,EGY,27.0,1991.04.09,,73.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,123894,24711.0,4-3,1-0,"KarimZaher,TamerElSawy","Giza,Egypt",Egypt
399,400,AlexandreMuller,FRA,21.0,1997.02.01,,73.0,180.0,"Right-Handed,Two-Handed",4.0,5.0,58.0,68.0,46.0,20.0,65.0,24.0,71.0,59.0,28.0,50.0,16.0,44.0,24.0,29.0,37.0,48.0,134030,32771.0,0-1,0-0,RomainBazire/SophiedeTaxi,"Poissy,France",France
400,401,ZizouBergs,BEL,19.0,1999.06.03,,83.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20170,12488.0,0-0,0-0,JohanVanHerck,"Lommel,Belgium","Neerpelt,Belgium"
401,402,EvanSong,USA,26.0,1992.06.07,,75.0,178.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,67179,13008.0,0-0,0-0,JimSong,"LasVegas,Nevada,USA","Henderson,Nevada"
402,403,PabloViveroGonzalez,ESP,23.0,1995.04.26,,80.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,59822,9307.0,0-0,0-0,UCJCSportsClub,"Madrid,Spain","Madrid,Spain"
403,404,InigoCervantes,ESP,28.0,1989.11.30,2009.0,78.0,183.0,"Right-Handed,Two-Handed",316.0,206.0,51.0,71.0,48.0,358.0,54.0,586.0,72.0,60.0,27.0,48.0,292.0,41.0,585.0,20.0,35.0,48.0,1060383,4939.0,17-32,0-0,JavierFerrerandIsraelVior,"Hondarribia,Guipúzcoa,Spain","Javea,Spain"
404,405,CamiloUgoCarabelli,ARG,19.0,1999.06.17,,83.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,24628,12195.0,0-0,0-0,,"BuenosAires,Argentina",Argentina
405,406,AlexanderZhurbin,RUS,26.0,1992.01.14,,,,,,,,,,,,,,,,,,,,,,,58571,10777.0,0-0,0-0,,,
406,407,JulienCagnina,BEL,24.0,1994.06.04,,70.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,89039,2676.0,0-1,0-1,,Liège,Liège
407,408,AltugCelikbilek,TUR,21.0,1996.09.07,,72.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,68384,8712.0,1-5,0-3,SerkanAkinDilek,"Antalya,Turkey","Istanbul,Turkey"
408,409,FredGil,POR,33.0,1985.03.24,2003.0,75.0,173.0,"Right-Handed,Two-Handed",276.0,238.0,64.0,65.0,50.0,912.0,58.0,1348.0,72.0,59.0,30.0,49.0,741.0,41.0,1353.0,22.0,38.0,49.0,1460371,13690.0,67-74,0-0,GonçaloFigueiredo,"Lisboa,Portugal","Sintra,Portugal"
409,410,OrlandoLuz,BRA,20.0,1998.02.08,,78.0,180.0,"Right-Handed,Two-Handed",4.0,3.0,51.0,59.0,52.0,5.0,40.0,10.0,70.0,55.0,13.0,38.0,3.0,0.0,10.0,0.0,24.0,41.0,60136,11765.0,0-1,0-0,LeoAzevedo,"Carazinho,Brazil","Barcelona,Spain"
410,411,JuanPabloFicovich,ARG,21.0,1997.01.24,,78.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,57363,12376.0,0-0,0-0,TomásRotman&amp;GuidoCofnas,"BuenosAires,Argentina",Berazategui
411,412,OscarJoseGutierrez,BRA,25.0,1993.04.25,,67.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,44734,11592.0,0-0,0-0,JosTGutierrez,"Canoas,Brazil","PortoAlegre,Brazil"
412,413,ViktorDurasovic,NOR,21.0,1997.03.19,,,,,,,,,,,,,,,,,,,,,,,52180,5546.0,5-8,0-2,,,
413,414,SebastianFanselow,GER,26.0,1991.12.30,,,,,,,,,,,,,,,,,,,,,,,61555,8995.0,0-0,0-0,,,
414,415,DanielDutradaSilva,BRA,30.0,1988.07.05,2007.0,76.0,,"Left-Handed,Two-Handed",0.0,3.0,53.0,63.0,47.0,9.0,56.0,10.0,60.0,56.0,33.0,39.0,9.0,22.0,10.0,20.0,35.0,45.0,178674,7193.0,0-1,0-0,MarcusViniciusBarbosa,"SaoPaulo,Brazil",BalneárioCamboriú
415,416,JanSatral,CZE,28.0,1990.07.24,2010.0,82.0,188.0,"Right-Handed,Two-Handed",26.0,13.0,58.0,71.0,49.0,42.0,74.0,50.0,78.0,62.0,27.0,44.0,21.0,43.0,51.0,18.0,34.0,49.0,329776,11362.0,1-4,0-0,DanielLustig,"Melnik,CzechRepublic","Prague,Czechrepublic"
416,417,YutaShimizu,JPN,19.0,1999.06.09,,62.0,163.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21529,12750.0,0-0,0-0,,"Konan,Japan",Japan
417,418,EdanLeshem,ISR,21.0,1997.03.19,,70.0,183.0,"Right-Handed,Two-Handed",5.0,2.0,66.0,59.0,57.0,5.0,40.0,9.0,67.0,58.0,18.0,35.0,0.0,0.0,9.0,0.0,25.0,42.0,94004,21331.0,2-7,1-2,AmosMansdrof,"NewYork,NY,USA",Israeli
418,419,EvgeniiTiurnev,RUS,21.0,1997.04.08,,,,"Right-Handed,Two-Handed",6.0,3.0,51.0,64.0,24.0,6.0,17.0,8.0,38.0,44.0,21.0,52.0,6.0,17.0,8.0,13.0,37.0,40.0,81454,10279.0,0-1,0-0,MikhailTsybin,,
419,420,BaptisteCrepatte,FRA,23.0,1994.09.21,,73.0,185.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,33310,7902.0,0-0,0-0,,"Grenoble,France",France
420,421,MoezEchargui,TUN,25.0,1993.01.10,,75.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,37979,12652.0,2-3,0-2,,"LaMarsa,Tunisia","LaMarsa,Tunisia"
421,422,HiroyasuEhara,JPN,27.0,1991.06.18,,,,,,,,,,,,,,,,,,,,,,,90377,11742.0,0-0,0-0,,,
422,423,TomJomby,FRA,27.0,1991.02.18,2014.0,96.0,198.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,50759,10393.0,0-0,0-0,SebastienLouis,"LaRoche-sur-Yon,France","Paris,France"
423,424,JulesOkala,FRA,21.0,1997.08.18,,94.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,34862,9029.0,0-0,0-0,ChristopheCouprie,"Ermont,France",
424,425,PedroSakamoto,BRA,25.0,1993.06.29,,78.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,73551,12958.0,0-0,0-0,,"Guarulhos,Brazil","RiodeJaneiro,Brazil"
425,426,JurabekKarimov,UZB,20.0,1998.06.04,,75.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,47654,7518.0,0-1,0-0,,"Tashkent,Uzbekistan","Tashkent,Uzbekistan"
426,427,SamuelBensoussan,FRA,26.0,1991.11.18,,68.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,54460,8006.0,0-0,0-0,,"Paris,France","Vanves,France"
427,428,LamineOuahab,MAR,33.0,1984.12.22,2002.0,83.0,185.0,"Right-Handed,Unknown",24.0,38.0,56.0,66.0,45.0,110.0,55.0,150.0,67.0,57.0,28.0,50.0,66.0,52.0,153.0,22.0,36.0,47.0,461397,17734.0,18-18,3-2,DaouadjiOuassini,"Algiers,Algeria","Barcelona,Spain"
428,429,ElmarEjupovic,GER,25.0,1993.02.01,,90.0,193.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,40443,11023.0,0-0,0-0,HelmutLüthy,"Wolfsburg,Germany","Weinheim,Germany"
429,430,RaulBrancaccio,ITA,21.0,1997.05.04,,72.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,41204,12317.0,0-0,0-0,JavierFerrer-IsraelVior,"TorredelGreco,Italy",Jávea
430,431,DmitryPopko,KAZ,21.0,1996.10.24,2011.0,87.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,187805,21590.0,4-2,2-1,Schaller,"St.Petersburg,Russia","Astana,Kazakhstan"
431,432,JeremyJahn,GER,28.0,1990.04.05,,73.0,178.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,120514,11181.0,0-0,0-0,MarcMeigel,"Munich,Germany","Munich,Germany"
432,433,MateDelic,CRO,25.0,1993.04.29,,86.0,196.0,"Right-Handed,Two-Handed",40.0,12.0,64.0,67.0,47.0,68.0,56.0,104.0,71.0,60.0,22.0,50.0,37.0,43.0,104.0,15.0,33.0,47.0,193218,7968.0,3-12,0-0,,"Split,Croatia","Split,Croatia"
433,434,AlexandarLazov,BUL,28.0,1990.07.09,,69.0,183.0,"Left-Handed,Two-Handed",1.0,2.0,67.0,56.0,6.0,11.0,45.0,8.0,25.0,39.0,12.0,45.0,2.0,50.0,7.0,14.0,30.0,35.0,108074,9707.0,1-7,0-0,,"Sofia,Bulgaria",Bulgaria
434,435,TakanyiGaranganga,ZIM,27.0,1990.09.06,2009.0,80.0,185.0,"Right-Handed,Two-Handed",10.0,4.0,64.0,74.0,33.0,10.0,70.0,16.0,81.0,59.0,22.0,34.0,5.0,20.0,16.0,6.0,27.0,44.0,113824,14274.0,4-5,1-2,TakuraHappy,"Harare,Zimbabwe","Atlanta,GA"
435,436,MarcGiner,ESP,27.0,1991.06.18,,76.0,183.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,141092,8203.0,0-0,0-0,,"Pego,Spain","Valencia,Spain"
436,437,LouisWessels,GER,20.0,1998.08.27,,89.0,201.0,"Right-Handed,Two-Handed",5.0,9.0,71.0,64.0,39.0,13.0,46.0,21.0,67.0,56.0,40.0,40.0,15.0,33.0,20.0,25.0,40.0,48.0,49062,9837.0,1-1,0-0,PeterPfannkoch,"Bielefeld,Germany","Detmold,Germany"
437,438,DavidPoljak,CZE,22.0,1996.05.17,,77.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,42163,11272.0,0-0,0-0,JiriNovák,"Ostrava,CzechRepublic","Ostrava,CzechRepublic"
438,439,EmilRuusuvuori,FIN,19.0,1999.04.02,,75.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,17293,8737.0,2-3,2-2,FedericoRicci,"Helsinki,Finland","Helsinki,Finland"
439,440,BlakeEllis,AUS,19.0,1999.01.06,,75.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,34539,18211.0,0-0,0-0,BrentLarkham,Brisbane,Brisbane
440,441,JaredHiltzik,USA,24.0,1994.07.08,,79.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,72580,12653.0,0-0,0-0,ChristopherWilliams,"Wilmette,IL,USA","Orlando,FL,USA"
441,442,MatiasFrancoDescotte,ARG,24.0,1994.08.29,,87.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,49280,8669.0,0-0,0-0,,BuenosAires,BuenosAires
442,443,GeoffreyBlancaneaux,FRA,20.0,1998.08.08,2016.0,68.0,178.0,"Right-Handed,Two-Handed",3.0,9.0,54.0,54.0,36.0,12.0,42.0,11.0,36.0,46.0,21.0,37.0,3.0,0.0,11.0,0.0,28.0,37.0,150442,26623.0,0-1,0-0,"NicolasDevilder,MarcGicquelandThierryAscione","Paris,France","Paris,France"
443,444,ThomasStatzberger,AUT,25.0,1992.09.27,,80.0,183.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,44939,9057.0,0-0,0-0,,"Vienna,Austria","Vienna,Austria"
444,445,RobinKern,GER,24.0,1993.10.03,,87.0,188.0,"Right-Handed,Two-Handed",10.0,15.0,54.0,66.0,48.0,28.0,57.0,33.0,64.0,58.0,25.0,44.0,11.0,45.0,32.0,16.0,34.0,46.0,103521,4551.0,0-3,0-0,DanielSteinbrenner,"Nuremberg,Germany","Mannheim,Germany"
445,446,TobiasSimon,GER,27.0,1991.05.18,,96.0,198.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,50432,10800.0,0-0,0-0,"StefanLeiner,MaxiWimmer","Munich,Germany","Munich,Germany"
446,447,FabrizioOrnago,ITA,26.0,1992.04.24,,83.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,34434,6609.0,0-0,0-0,DavideRecchia,"Melzo,Italy","Gorgonzola,Italy"
447,448,JamesDuckworth,AUS,26.0,1992.01.21,2010.0,82.0,183.0,"Right-Handed,Two-Handed",636.0,235.0,56.0,73.0,50.0,547.0,64.0,926.0,79.0,63.0,25.0,46.0,376.0,36.0,925.0,14.0,33.0,48.0,1231265,153729.0,21-42,2-5,MarkDraper,"Sydney,Australia","Sydney,Australia"
448,449,GuillermoOlaso,ESP,30.0,1988.03.25,2006.0,74.0,175.0,"Right-Handed,Two-Handed",13.0,19.0,57.0,65.0,47.0,35.0,49.0,57.0,68.0,57.0,26.0,48.0,25.0,36.0,58.0,16.0,34.0,46.0,271904,9483.0,2-4,0-0,RonaldMartin&amp;JeremySwyngedouw,"Bilbao,Spain","Singapore,Singapore"
449,450,TeymurazGabashvili,RUS,33.0,1985.05.23,2001.0,83.0,188.0,"Right-Handed,Two-Handed",1379.0,1210.0,57.0,70.0,48.0,2384.0,60.0,3684.0,74.0,61.0,27.0,49.0,1951.0,38.0,3737.0,20.0,36.0,48.0,4025151,24137.0,116-199,0-0,GuillermoCañas&amp;DominicMahboubi,"Tbilisi,Georgia","Moscow,Russia"
450,451,BenjaminLock,ZIM,25.0,1993.03.04,,86.0,198.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,61101,9558.0,6-3,2-1,"RylerDeheart,DwayneHultquist,NickCrowell","Harare,Zimbabwe","Tallahassee,FL,USA"
451,452,LucasCatarina,MON,22.0,1996.08.26,,80.0,185.0,"Right-Handed,Two-Handed",2.0,8.0,53.0,68.0,44.0,11.0,73.0,13.0,77.0,57.0,18.0,48.0,1.0,100.0,13.0,8.0,26.0,45.0,67359,30712.0,2-4,0-1,,Monaco,Monaco
452,453,LloydGlasspool,GBR,24.0,1993.11.19,,85.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,95225,24870.0,0-0,0-0,MorganPhillips,Redditch,Birmingham
